Iteration,Epochs,Total Loss,CE Loss,Regu,Deco,Test Acc,Stage 1,Stage 2,Stage 3,Params,Params %,Flops,Flops %,AP-Epochs,AP-Finetuning Term,H:M
1,1,0.16777044621435924,0.17053246416104959,1.7945995330810547,5.806279182434082,87.34,16,32,64,853018.0,100.0,127619776.0,100.0,1,0.003508273194420833,0.0:48.0
